exp_days,Group
2021-11-07,19.46278044642857
2021-11-08,18.93147552951389
2021-11-09,19.568304496527777
2021-11-10,19.082606180555555
2021-11-11,20.390258926056337
2021-11-12,20.444710477430554
2021-11-13,20.40176855902778
2021-11-14,20.313869583333332
