exp_days,Group
2021-11-07,294.02480158730157
2021-11-08,213.15885416666666
2021-11-09,301.3064236111111
2021-11-10,234.49565972222223
2021-11-11,337.2306338028169
2021-11-12,294.45746527777777
2021-11-13,298.4166666666667
2021-11-14,275.78125
