exp_days,Group
2021-11-07,64.54824099999998
2021-11-08,21.161450999999975
2021-11-09,64.48998999999996
2021-11-10,21.538374999999977
2021-11-11,53.20665699999997
2021-11-12,45.23658099999997
2021-11-13,51.44165399999997
2021-11-14,2.46752
