exp_days,Group
2021-11-07,1.9740893750000001
2021-11-08,1.439946970486111
2021-11-09,2.0381049479166666
2021-11-10,1.4785618923611112
2021-11-11,2.3528039612676057
2021-11-12,2.0904708333333333
2021-11-13,2.1973188368055556
2021-11-14,1.5400031250000001
