exp_days,Group
2021-11-07,0.441411402281746
2021-11-08,0.3712580212152778
2021-11-09,0.4384129370659722
2021-11-10,0.37382462659722226
2021-11-11,0.44747674225352113
2021-11-12,0.4537264322916667
2021-11-13,0.4597160475694444
2021-11-14,0.41493194166666664
