exp_days,Group
2021-11-07,1.4662681537698414
2021-11-08,1.2995067161458334
2021-11-09,1.4618018184027777
2021-11-10,1.306194825607639
2021-11-11,1.491720056778169
2021-11-12,1.54466182265625
2021-11-13,1.5782765513888888
2021-11-14,1.4488049895833335
