Cage,Event,StartDate,StartTime,EndDate,EndTime,InterIn_min,In_min,In_g,In_g_min,InF_g_min,Stud_t,Prob,Accum_g
1,1,2021/08/26,16:48:22,2021/08/26,16:54:42,0,6.35,0.055,0.009,2259.95,107.4,0,0.055
1,2,2021/08/26,17:26:43,2021/08/26,17:39:52,32.02,13.17,0.17,0.013,4689.13,367.06,0,0.224
1,3,2021/08/26,18:10:37,2021/08/26,18:22:37,30.75,12.02,0.24,0.02,4288.37,647.57,0,0.464
1,4,2021/08/26,18:28:03,2021/08/26,18:30:08,5.43,2.1,0.066,0.031,747.34,177.51,0,0.53
1,5,2021/08/26,18:49:55,2021/08/26,18:52:23,19.78,2.48,0.095,0.038,884.35,198.68,0,0.625
1,6,2021/08/26,19:10:34,2021/08/26,19:19:02,18.18,8.48,0.172,0.02,3020.58,412.18,0,0.797
1,7,2021/08/26,19:43:47,2021/08/26,19:46:43,24.75,2.95,0.114,0.039,1052.87,208.18,0,0.911
1,8,2021/08/26,20:08:14,2021/08/26,20:16:44,21.52,8.52,0.107,0.013,3015.69,186.06,0,1.018
1,9,2021/08/26,20:20:02,2021/08/26,20:30:21,3.3,10.33,0.054,0.005,3664.33,93.41,0,1.072
1,10,2021/08/26,20:34:16,2021/08/26,20:45:59,3.92,11.73,0.187,0.016,4170.37,297.28,0,1.259
1,11,2021/08/26,20:52:04,2021/08/26,20:55:49,6.08,3.77,0.029,0.008,1327.25,68.77,0,1.287
1,12,2021/08/26,21:59:02,2021/08/26,22:02:59,63.22,3.97,0.175,0.044,1407.73,276.14,0,1.462
1,13,2021/08/26,22:16:47,2021/08/26,22:21:04,13.8,4.3,0.154,0.036,1528.13,359.26,0,1.616
1,14,2021/08/26,22:28:49,2021/08/26,22:32:52,7.75,4.07,0.112,0.027,1444.31,220.28,0,1.728
1,15,2021/08/26,22:36:00,2021/08/26,22:44:00,3.13,8.02,0.075,0.009,2834.86,146.59,0,1.803
1,16,2021/08/26,22:51:14,2021/08/26,23:04:11,7.23,12.97,0.077,0.006,4571.09,92.91,0,1.881
