subjectsID,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Group,,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group,Group
Date_Time_1,exp_days,,,,,,,,,,,,,,,,
2021-11-07 11:03:00,2021-11-07 03:03:00,1.41841,1.519671,1.360729,1.619094,1.362967,1.46401,1.388113,1.416717,1.431717,1.489683,1.442514,1.603035,1.41071,1.693786,1.672478,1.387445
2021-11-07 11:23:00,2021-11-07 03:23:00,1.352422,1.47385,1.451096,1.545184,1.177863,1.470761,1.292872,1.337753,1.45538,1.214173,1.427859,1.576612,1.362955,1.576649,1.621924,1.206143
2021-11-07 11:43:00,2021-11-07 03:43:00,1.301252,1.176065,1.103744,1.450482,1.358703,1.487844,1.221143,1.199497,1.302995,1.113509,1.387191,1.129061,1.43806,1.442225,1.265118,1.032528
2021-11-07 12:03:00,2021-11-07 04:03:00,1.266003,1.103373,1.014343,1.190601,1.059519,1.545006,1.015149,1.166121,1.349003,1.266675,1.435275,1.002014,1.086453,1.047155,1.059899,0.9483813
2021-11-07 12:23:00,2021-11-07 04:23:00,1.233893,0.9826564,1.066589,1.109338,1.045152,1.216996,0.9653071,1.083091,1.004525,1.059676,1.253911,1.37801,0.9816867,1.298827,1.304763,0.9423547
2021-11-07 12:43:00,2021-11-07 04:43:00,1.543613,0.9956646,1.353219,1.442902,0.994352,1.108731,1.153213,1.068923,1.035675,1.158383,0.9207089,1.279462,1.09377,1.198934,1.016087,1.315837
2021-11-07 13:03:00,2021-11-07 05:03:00,1.498914,1.061435,1.507035,1.559604,1.187582,1.083039,0.983941,1.040403,1.067343,1.087642,1.015094,1.276097,1.112577,1.382903,1.376964,1.02334
2021-11-07 13:23:00,2021-11-07 05:23:00,1.345229,1.394662,1.022517,1.476667,1.1306,1.109958,0.9258749,1.467251,1.40594,1.312408,1.44297,1.407239,1.050128,1.19841,1.413743,1.037771
2021-11-07 13:43:00,2021-11-07 05:43:00,1.174689,1.28525,0.9709774,1.238424,1.040793,1.054564,1.011981,1.34821,1.267733,1.572788,1.375997,1.012774,1.425745,1.320542,1.069992,0.9901598
2021-11-07 14:03:00,2021-11-07 06:03:00,1.277144,1.213466,1.104179,1.309831,1.097703,1.637838,1.026398,1.224562,1.097233,1.47268,0.993455,1.032916,1.379747,1.607738,1.141995,1.106152
2021-11-07 14:23:00,2021-11-07 06:23:00,1.38291,1.487442,1.375419,1.215518,1.203113,1.613998,1.355062,1.147811,1.068657,1.316209,1.258948,1.257204,0.9937203,1.1616,1.174516,1.307506
2021-11-07 14:43:00,2021-11-07 06:43:00,1.195739,1.427394,0.8740098,1.200555,0.9470121,1.587984,1.334662,1.064362,1.066715,1.071557,1.386358,1.365445,1.049914,1.065439,1.030653,1.188822
2021-11-07 15:03:00,2021-11-07 07:03:00,1.060467,1.416384,0.9634761,1.250067,0.9055399,1.418877,1.026425,1.031829,1.098412,1.216381,1.052019,0.995847,1.185009,1.061674,1.068498,1.016091
2021-11-07 15:23:00,2021-11-07 07:23:00,1.080069,1.074211,1.231783,1.057715,1.082001,1.093136,0.886635,1.06279,1.484758,1.101072,0.9536875,1.016945,1.229838,1.394254,1.103843,0.9258128
2021-11-07 15:43:00,2021-11-07 07:43:00,1.045443,1.022172,1.036486,1.160825,1.307088,1.083945,0.8939121,0.9813293,0.9964648,1.289693,0.9870426,1.026415,0.9056511,1.189772,1.532532,0.9045293
2021-11-07 16:03:00,2021-11-07 08:03:00,1.042631,0.9394368,1.022023,1.453377,1.149451,1.046355,0.901926,0.98339,1.035148,1.010054,1.010381,1.00746,0.9535776,1.024424,1.486915,0.8882168
2021-11-07 16:23:00,2021-11-07 08:23:00,1.051632,0.9815907,1.085963,1.507227,0.9526576,1.047212,0.9148043,1.364235,1.470576,1.047748,0.9697157,1.228794,0.9790389,1.034612,1.277021,0.8874815
2021-11-07 16:43:00,2021-11-07 08:43:00,1.19951,0.9526716,1.150864,1.067594,0.958827,1.081745,1.296419,1.38389,1.176122,1.064343,1.162062,1.532363,0.9508299,1.476299,1.167935,0.8646658
2021-11-07 17:03:00,2021-11-07 09:03:00,1.460925,1.014009,1.141019,1.153053,0.9507611,1.232886,0.9762264,1.328717,1.055851,1.438048,1.469116,1.090867,0.9489301,1.459353,1.029882,0.8330158
2021-11-07 17:23:00,2021-11-07 09:23:00,1.078882,0.9600458,1.031599,1.136588,1.321823,1.57247,0.8691787,1.188948,1.095217,1.375175,1.405313,1.355439,1.048483,1.397686,1.083717,0.8804272
2021-11-07 17:43:00,2021-11-07 09:43:00,1.080866,1.263762,1.123194,1.140512,1.059309,1.569963,0.9069014,1.050486,1.035302,0.9248642,1.424109,1.203831,1.250765,1.022897,1.112952,1.149338
2021-11-07 18:03:00,2021-11-07 10:03:00,1.092366,1.258165,1.066809,1.440913,1.010004,1.63673,1.222991,1.077959,1.128088,1.04149,1.335289,1.25844,1.420353,1.081523,1.055955,1.201771
2021-11-07 18:23:00,2021-11-07 10:23:00,1.375278,1.258584,1.599681,1.096442,0.9942136,1.658352,1.196961,1.078484,1.432308,1.103228,1.023601,1.077623,1.341177,1.08454,1.396782,0.9429355
2021-11-07 18:43:00,2021-11-07 10:43:00,1.394464,1.182484,1.662938,1.45517,1.387884,1.493763,0.9646248,1.140566,1.481139,1.313525,1.011226,1.064871,1.004942,1.421306,1.071146,0.9318388
