subjectsID,,actual_foodupa_sum,kcal_hr_sum,kcal_mean_mean,actual_allmeters_mean,bodymass_mean,rq_mean,actual_pedmeters_mean,vco2_mean,vo2_mean,locomotion_mean,actual_waterupa_sum
1.0,Day,27.504461654999986,208.4150135,0.4652120837053571,2.895589142857143,27.052575379464287,0.9622511470982144,2.2381981401785715,1.4868248783482143,1.5501412075892858,350.7544642857143,11.866688019999987
1.0,Night,23.10019534499998,353.404132,0.3970832943820225,1.403332319101123,27.043357404494383,0.8767293633707864,1.0022056552808987,1.1848894412359552,1.3467564495505617,196.66404494382022,8.14153897999999
4.0,Day,22.077081855399985,210.62263719999999,0.4701398151785714,1.6929363549107144,27.79415716517857,0.9228764714285714,1.1964995415178572,1.4517370243303571,1.5808278205357145,215.984375,13.591606629999989
4.0,Night,25.27786014459998,365.5865511,0.4107714057303371,1.129519902247191,27.89701876404494,0.8746039141573033,0.8019632644943819,1.2225292125842697,1.394080875505618,142.52134831460674,15.19905636999999
7.0,Day,22.824029266999986,184.1800483,0.41111617924107147,1.8032278549107141,26.877484196428572,0.9301176167410714,1.2089295609375,1.2809614111607142,1.3791405879464287,258.07589285714283,3.735718469999993
7.0,Night,22.242310732999986,332.7719814,0.37390110269662924,1.4000742932584271,26.91635048314607,0.8782333661797753,0.9392229850561798,1.1154710040449438,1.2681994680898876,197.44606741573034,5.3540485299999885
10.0,Day,29.094469599999986,197.4892413,0.44082419933035716,2.6484719866071424,23.860933816964288,0.9353011261160714,2.044349174107143,1.4019256366071429,1.470829789732143,308.25892857142856,15.366995407999985
10.0,Night,25.046260399999973,344.5415988,0.3871253919101123,1.6640187078651687,24.016613651685393,0.8808276604494383,1.257041426966292,1.1663911340449438,1.3098354129213483,201.21235955056179,14.747379591999985
13.0,Day,27.246930879999983,201.849594,0.4505571294642857,1.6877450915178576,28.43623111607143,0.9773034395089286,1.2130323191964287,1.453274104910714,1.4975803700892858,202.40848214285714,14.434574889799988
13.0,Night,22.243829119999983,333.8236121,0.3750827102247191,0.7828592123595502,28.385254988764043,0.9078699939325843,0.5566250797752809,1.1465595567415732,1.2644718623595506,96.161797752809,11.306568110199981
3.0,Day,27.46911259999999,219.5991094,0.4901765834821429,2.41388121875,29.35673466517857,0.9553445060267858,1.7928848058035716,1.5616697877232144,1.634712754017857,264.91517857142856,18.372113299999988
3.0,Night,26.959257399999988,364.4245231,0.40946575629213483,1.3538691168539327,29.353050550561797,0.8676754151685393,0.9421423674157304,1.2159499119101123,1.3904056416853932,171.18988764044943,15.260503699999983
5.0,Day,23.61125099999999,171.8297193,0.3835484805803571,1.7215206294642862,23.41444861607143,0.9662239540178571,1.2056468772321431,1.2250438203125,1.2782482080357143,210.59598214285714,9.494422509999987
5.0,Night,20.35865199999999,291.2304245,0.32722519606741574,0.845738829213483,23.650217921348315,0.8817337601123595,0.5288282011235954,0.978637851235955,1.1092057407865168,121.31348314606741,7.281486489999991
9.0,Day,20.38627149999999,188.8971823,0.42164549620535713,2.07972415625,26.320785022321427,1.0506390636160714,1.565024120535714,1.3890369580357143,1.3933392716517858,239.10267857142858,11.896877026999988
9.0,Night,19.81585749999999,313.1961224,0.351905755505618,1.0691059303370787,26.564267808988763,0.9095269961797753,0.7637538134831463,1.0809090996629214,1.184879591460674,136.23370786516853,8.283825972999992
12.0,Day,44.50028987999998,183.322817,0.4092027165178571,2.5585522968750003,24.553832656249998,0.9712022383928571,2.1096339263392854,1.304772705357143,1.3643660180803572,239.98660714285714,20.66343655399999
12.0,Night,71.08733011999999,327.8606114,0.3683827094382022,1.7489223269662921,24.70049975280899,0.8878400501123596,1.3891651696629215,1.1156363580898876,1.2448155335955056,183.65393258426965,23.32871244599998
16.0,Day,22.909106499999986,175.4625488,0.39165747500000003,2.1913667165178565,26.833600156249997,0.9630368607142856,1.4883405111607142,1.2429930441964285,1.3075042714285714,324.3325892857143,9.644446795999992
16.0,Night,26.18544349999999,300.7459898,0.3379168424719101,1.3650401247191013,26.945750584269664,0.8497547486516853,0.9036746640449438,1.0175548886516854,1.1434995380898876,210.96629213483146,9.36299320399999
2.0,Day,30.19724169999999,201.0860801,0.44885285736607144,1.9996288750000002,25.640330000000002,0.9805094314732142,1.5129696287946428,1.4606842334821428,1.4882933633928572,219.90178571428572,14.290704749999986
2.0,Night,15.272707299999986,319.8223043,0.35935090370786515,1.1777607460674158,25.478310820224717,0.8357875107865168,0.8875600070786516,1.0364119831460674,1.2288530966292133,139.32696629213484,9.832328249999986
6.0,Day,27.394748069999984,185.1377938,0.4132540040178571,2.557423140625,24.04005926339286,1.0024089654017856,2.112631915178571,1.3641611823660715,1.3648323857142857,272.5892857142857,10.452472799999985
6.0,Night,12.578040929999993,294.8789076,0.33132461528089885,1.0514802617977528,23.72221356179775,0.8596529280898876,0.7799148337078653,0.9700583673033708,1.1289501024719102,138.8123595505618,3.886234199999991
8.0,Day,41.14361555999998,180.0181554,0.4018262397321429,2.2065447120535713,21.776654799107142,0.9749575627232143,1.8936904107142853,1.3020098924107142,1.3339459611607143,189.53794642857142,8.878900389999984
8.0,Night,33.79665844,302.0010836,0.33932706022471915,1.3713363696629213,21.69943358426966,0.8652258875280898,1.1331284224719103,1.0012806348314607,1.1540305947191012,133.7258426966292,8.990361609999987
11.0,Day,38.21810625915999,166.7380635,0.3721831774553572,2.2445256339285717,20.799662098214288,1.0028534388392856,1.8926456183035716,1.2222047323660714,1.230980591517857,206.18973214285714,4.775725449999986
