Date_Time_1,subjectID,Group,actual_allmeters,actual_foodupa,actual_pedmeters,actual_waterupa,actual_wheelmeters,bodymass,kcal_hr,rq,vco2,vh2o,vo2,xbreak,ybreak
10/10/2021 9:47,5,Group_2,3.075949999999999,0.044657599999999964,1.8189299999999946,0.0,0.0,15.78417,0.3255738,0.8473676,0.9427072,0.2198678,1.112306,240.0,109.0
10/10/2021 9:47,6,Group_3,11.866320000000002,0.0,10.184540000000002,0.0,21.103399999999965,17.9009,0.414657,0.8184839,1.166737,0.3696241,1.426171,529.0,784.0
10/10/2021 9:47,7,Control,1.6053700000000006,0.0,1.4158000000000008,0.01642067,363.37300000000005,16.32088,0.4330956,0.8024079,1.199144,0.2782844,1.495054,71.0,80.0
10/10/2021 9:47,8,Group_3,5.769869999999997,0.0,4.356500000000004,0.09225569999999994,5.848000000000184,17.58664,0.4606864,0.8260128,1.305867,0.3921169,1.581786,506.0,777.0
10/10/2021 9:47,9,Group_2,0.2698600000000013,0.0,0.02225000000000321,0.0,0.0,17.66291,0.265747,0.7387677,0.6877851,0.2654615,0.9308365,25.0,32.0
10/10/2021 10:07,1,Control,0.12256,0.0,0.0,0.0,0.0,17.28944,0.3371381,0.7125828,0.8467648,0.1502233,1.188136,49.0,20.0
10/10/2021 10:07,10,Control,0.49701999999999913,0.0,0.4665299999999988,0.0,0.0,15.29811,0.3703941,0.824798,1.049537,0.2092292,1.271872,0.0,0.0
10/10/2021 10:07,11,Group_3,11.29092,0.017535899999999993,9.919559999999997,0.0,0.2907999999999902,16.61623,0.3946824,0.9092154,1.208717,0.2332536,1.329916,355.0,477.0
10/10/2021 10:07,12,Group_2,0.1060499999999962,0.0,0.005610000000000781,0.0,0.0,17.62524,0.3515161,0.8065745,0.9766465,0.2468458,1.212492,7.0,15.0
10/10/2021 10:07,13,Control,0.03073999999999444,0.0,0.028100000000002012,0.0,0.0,17.24719,0.3788399,0.791388,1.036866,0.2711706,1.311146,0.0,3.0
10/10/2021 10:07,14,Group_3,0.02106000000000563,0.0,0.019380000000005282,0.0,0.0,16.85355,0.3535994,0.8347855,1.01162,0.2700163,1.211487,0.0,3.0
10/10/2021 10:07,15,Group_3,0.02650000000000574,0.0,0.0253099999999975,0.0,0.0,17.19851,0.379879,0.7974836,1.04703,0.2452044,1.312688,1.0,0.0
10/10/2021 10:07,16,Group_2,0.036120000000000374,0.0,0.03003,0.0,0.0,16.51999,0.3447149,0.8106815,0.9631851,0.1807778,1.187507,6.0,9.0
10/10/2021 10:07,2,Group_3,2.27102,0.0,1.6534300000000002,0.0,0.0,18.34571,0.4664482,0.8161291,1.311263,0.2470612,1.604638,64.0,28.0
10/10/2021 10:07,3,Group_2,0.028539999999999566,0.0,0.025970000000000937,0.0,0.0,17.64444,0.3580183,0.8181336,1.008184,0.2039303,1.231139,2.0,2.0
10/10/2021 10:07,4,Control,0.0026500000000027057,0.0,0.0026500000000027057,0.0,0.0,18.59142,0.4024841,0.8501332,1.168082,0.2177962,1.374314,1.0,0.0
10/10/2021 10:07,5,Group_2,0.6902100000000004,0.0,0.0931500000000014,0.0,0.0,15.7665,0.2956456,0.7782102,0.7980453,0.1698405,1.026335,35.0,69.0
10/10/2021 10:07,6,Group_3,3.923169999999999,0.0,3.4384200000000007,0.0,0.0,17.87967,0.4445608,0.774299,1.197297,0.3256358,1.544059,0.0,3.0
10/10/2021 10:07,7,Control,1.6015599999999992,0.0,1.4263499999999993,0.034570380000000005,337.501,16.27323,0.4460714,0.8284196,1.267777,0.2187918,1.530668,111.0,107.0
10/10/2021 10:07,8,Group_3,10.24411,0.0,8.303629999999998,0.011199999999999988,0.9499999999998181,17.58445,0.4535887,0.7994626,1.252587,0.3391075,1.566722,379.0,395.0
10/10/2021 10:07,9,Group_2,0.2567099999999982,0.0,0.009559999999996904,0.0,0.0,17.66555,0.3170831,0.764753,0.8450111,0.2359832,1.103815,19.0,89.0
10/10/2021 10:27,1,Control,2.1720400000000026,0.0,1.2083999999999975,0.0,0.0,17.25734,0.3881151,0.7833564,1.053906,0.1423053,1.345589,328.0,288.0
10/10/2021 10:27,10,Control,0.0,0.0,0.0,0.0,0.0,15.27735,0.3738113,0.8179138,1.051801,0.1930318,1.285688,0.0,0.0
10/10/2021 10:27,11,Group_3,3.244160000000001,0.0,2.86318,0.0,0.11770000000001346,16.19516,0.4010962,0.8863081,1.203619,0.2142412,1.358471,0.0,2.0
10/10/2021 10:27,12,Group_2,0.14845000000000397,0.0,0.0,0.0,0.0,17.52893,0.3502897,0.7830956,0.9567149,0.2302585,1.212899,12.0,18.0
10/10/2021 10:27,13,Control,0.09426000000000556,0.0,0.08189999999999742,0.0,0.0,17.21757,0.3780912,0.7717457,1.014559,0.249568,1.31424,0.0,0.0
10/10/2021 10:27,14,Group_3,0.4642999999999944,0.0,0.3540300000000016,0.00020259999999994172,0.716700000000003,16.80919,0.380631,0.8336301,1.088266,0.2536137,1.304295,155.0,173.0
10/10/2021 10:27,15,Group_3,0.0449300000000008,0.0,0.0449300000000008,0.0,0.0,17.16688,0.3797477,0.8020815,1.051051,0.2203799,1.311004,0.0,0.0
10/10/2021 10:27,16,Group_2,0.12302999999999997,0.0,0.10370999999999952,0.0,0.0,16.48182,0.3329532,0.7964259,0.9169181,0.1684028,1.150751,0.0,0.0
10/10/2021 10:27,2,Group_3,0.49293999999999727,0.0,0.0009599999999991837,0.0,0.0,18.3594,0.386812,0.8078257,1.076662,0.2194674,1.333691,47.0,7.0
10/10/2021 10:27,3,Group_2,0.08145999999999987,0.0,0.06903000000000148,0.0,0.0,17.60918,0.3699346,0.81094,1.033856,0.1864135,1.274329,0.0,0.0
