StartDate,StartTime,Cage,In_g
10/11/2020,3:38:25 AM,3,0.015
10/11/2020,3:49:45 AM,3,0.006
10/11/2020,5:25:03 AM,3,0.011
10/11/2020,6:12:02 AM,3,0.003
10/11/2020,6:17:28 AM,3,0.015
10/11/2020,7:33:53 AM,3,0.077
10/11/2020,7:40:10 AM,3,0.071
10/11/2020,7:47:09 AM,3,0.058
10/11/2020,7:55:41 AM,3,0.092
10/11/2020,9:10:12 AM,3,0.158
10/11/2020,9:26:03 AM,3,0.255
10/11/2020,11:00:15 AM,3,0.867
10/11/2020,11:11:21 AM,3,0.072
10/11/2020,11:20:46 AM,3,0.354
10/11/2020,1:07:18 PM,3,0.225
10/11/2020,2:44:53 PM,3,0.465
10/11/2020,4:31:41 PM,3,0.332
10/11/2020,5:06:27 PM,3,0.424
10/11/2020,5:52:38 PM,3,0.201
10/11/2020,6:40:46 PM,3,0.004
10/11/2020,6:48:52 PM,3,0.01
10/11/2020,6:55:34 PM,3,0.204
10/11/2020,7:12:06 PM,3,0.228
10/11/2020,7:31:25 PM,3,0.106
10/11/2020,7:39:32 PM,3,0.119
10/11/2020,9:08:53 PM,3,0.103
10/11/2020,9:29:45 PM,3,0.315
10/11/2020,11:02:25 PM,3,0.692
10/11/2020,11:21:06 PM,3,0.053
10/12/2020,12:46:28 AM,3,0.115
10/12/2020,2:00:38 AM,3,0.184
10/12/2020,2:13:03 AM,3,0.051
10/12/2020,2:25:30 AM,3,0.321
10/12/2020,3:37:07 AM,3,0.029
10/12/2020,4:04:01 AM,3,0.285
10/1/2020,3:17:20 PM,4,0.129
10/1/2020,3:28:28 PM,4,0.021
10/1/2020,3:35:32 PM,4,0.074
10/1/2020,3:58:44 PM,4,0.007
10/1/2020,4:54:08 PM,4,0.182
10/1/2020,5:05:47 PM,4,0.025
10/1/2020,5:21:32 PM,4,0.087
10/1/2020,5:50:05 PM,4,0.016
10/1/2020,5:57:23 PM,4,0.123
10/1/2020,6:32:57 PM,4,0.115
10/1/2020,7:17:49 PM,4,0.087
10/1/2020,7:58:09 PM,4,0.197
10/1/2020,8:33:09 PM,4,0.065
10/1/2020,8:52:16 PM,4,0.001
10/1/2020,9:03:28 PM,4,0.133
10/1/2020,9:29:00 PM,4,0.109
10/1/2020,9:56:08 PM,4,0.133
10/1/2020,10:21:18 PM,4,0.114
10/1/2020,10:56:03 PM,4,0.162
10/1/2020,11:23:32 PM,4,0.013
10/1/2020,11:33:03 PM,4,0.118
10/2/2020,12:03:44 AM,4,0.135
10/2/2020,12:32:22 AM,4,0.672
10/2/2020,2:31:01 AM,4,0.02
10/2/2020,2:50:22 AM,4,0.019
10/2/2020,3:28:47 AM,4,0.162
10/2/2020,1:46:16 PM,4,0.002
10/2/2020,5:56:39 PM,4,0.003
10/3/2020,3:11:15 AM,4,0.013
10/3/2020,3:55:27 AM,4,0.006
10/3/2020,4:50:11 AM,4,0.004
10/3/2020,7:00:58 AM,4,0.197
10/3/2020,7:18:51 AM,4,0.557
10/3/2020,9:37:44 AM,4,0.254
10/3/2020,11:33:08 AM,4,0.269
10/3/2020,12:05:07 PM,4,0.016
10/3/2020,1:49:46 PM,4,0.247
10/3/2020,4:17:42 PM,4,0.359
10/3/2020,6:05:57 PM,4,0.104
10/3/2020,6:20:16 PM,4,0.159
10/3/2020,7:01:18 PM,4,0.073
10/3/2020,7:21:13 PM,4,0.089
10/3/2020,7:36:15 PM,4,0.006
10/3/2020,7:46:18 PM,4,0.002
10/3/2020,7:51:51 PM,4,0.123
10/3/2020,8:07:13 PM,4,0.053
10/3/2020,9:42:42 PM,4,0.099
10/3/2020,11:58:11 PM,4,0.181
10/4/2020,12:09:58 AM,4,0.089
10/4/2020,12:40:45 AM,4,0.711
10/4/2020,2:16:41 AM,4,0.025
10/4/2020,5:08:07 AM,4,0.058
10/4/2020,6:47:47 AM,4,0.07
10/4/2020,7:35:07 AM,4,0.004
10/4/2020,7:47:45 AM,4,0.012
10/4/2020,2:04:25 PM,4,0.004
10/4/2020,2:17:55 PM,4,0.003
10/4/2020,2:50:39 PM,4,0.006
10/4/2020,3:01:06 PM,4,0.033
10/4/2020,4:25:13 PM,4,0.011
10/4/2020,8:13:29 PM,4,0.571
10/4/2020,8:56:31 PM,4,0.175
10/4/2020,10:19:01 PM,4,0.001
10/5/2020,2:03:37 PM,4,0.498
10/5/2020,3:35:20 PM,4,0.003
10/5/2020,3:45:15 PM,4,0.005
10/5/2020,4:40:15 PM,4,0.236
10/5/2020,8:22:31 PM,4,0.383
10/5/2020,11:13:48 PM,4,0.393
10/6/2020,12:14:56 AM,4,0.161
10/6/2020,2:39:42 AM,4,0.153
10/6/2020,3:16:46 AM,4,0.009
10/6/2020,3:21:39 AM,4,0.336
10/6/2020,3:53:16 AM,4,0.003
10/6/2020,4:09:19 AM,4,0.014
10/6/2020,12:11:34 PM,4,0.003
10/6/2020,12:48:47 PM,4,0.005
10/6/2020,1:48:51 PM,4,0.005
10/6/2020,2:24:25 PM,4,0.003
10/6/2020,4:34:10 PM,4,0.005
10/6/2020,6:54:55 PM,4,0.001
10/6/2020,8:26:12 PM,4,0.003
10/6/2020,9:47:43 PM,4,0.009
10/7/2020,9:00:31 AM,4,0.152
10/7/2020,9:40:13 AM,4,0.064
10/7/2020,9:55:04 AM,4,0.393
10/7/2020,10:48:11 AM,4,0.617
10/7/2020,10:58:57 AM,4,0.011
10/7/2020,12:34:15 PM,4,0.283
10/7/2020,2:11:47 PM,4,0.244
10/7/2020,4:36:51 PM,4,0.526
10/7/2020,6:17:19 PM,4,0.178
10/7/2020,6:37:48 PM,4,0.167
10/7/2020,7:56:39 PM,4,0.154
10/7/2020,8:24:39 PM,4,0.113
10/8/2020,12:08:06 AM,4,0.014
10/8/2020,12:13:27 AM,4,0.175
10/8/2020,12:58:36 AM,4,0.323
10/8/2020,1:20:31 AM,4,0.008
10/8/2020,1:31:57 AM,4,0.021
10/8/2020,1:46:36 AM,4,0.313
10/8/2020,2:10:19 AM,4,0.078
10/8/2020,4:43:41 AM,4,0.006
10/8/2020,5:47:17 AM,4,0.371
10/8/2020,6:44:13 AM,4,0.682
10/8/2020,5:03:05 PM,4,0.012
10/8/2020,6:49:57 PM,4,0.009
10/8/2020,9:16:18 PM,4,0.014
10/8/2020,9:39:17 PM,4,0.003
10/8/2020,10:34:53 PM,4,0.003
10/9/2020,1:05:13 AM,4,0.003
10/9/2020,2:35:28 AM,4,0.006
10/9/2020,2:22:58 PM,4,0.004
10/9/2020,3:52:06 PM,4,0.508
10/9/2020,5:21:18 PM,4,0.051
10/9/2020,5:46:03 PM,4,0.796
10/9/2020,6:45:58 PM,4,0.216
10/9/2020,9:58:10 PM,4,0.839
10/9/2020,10:48:23 PM,4,0.001
10/9/2020,11:03:48 PM,4,0.111
10/10/2020,2:41:28 AM,4,0.003
10/10/2020,2:56:19 AM,4,0.218
10/10/2020,3:26:19 AM,4,0.25
10/10/2020,3:55:12 AM,4,0.002
10/10/2020,4:11:36 AM,4,0.216
10/10/2020,1:03:55 PM,4,0.001
10/10/2020,2:27:49 PM,4,0.004
10/10/2020,5:01:57 PM,4,0.016
10/10/2020,7:08:31 PM,4,0.005
10/10/2020,9:26:40 PM,4,0.006
10/10/2020,11:35:58 PM,4,0.046
10/11/2020,12:12:48 AM,4,0.002
10/11/2020,7:15:59 AM,4,0.024
10/11/2020,7:26:25 AM,4,0.038
10/11/2020,10:35:42 AM,4,0.873
10/11/2020,1:22:19 PM,4,0.006
10/11/2020,1:57:13 PM,4,0.845
10/11/2020,4:53:56 PM,4,0.443
10/11/2020,5:24:06 PM,4,0.188
10/11/2020,5:45:33 PM,4,0.003
10/11/2020,6:01:26 PM,4,0.201
10/11/2020,6:25:50 PM,4,0.016
10/11/2020,6:31:48 PM,4,0.182
10/11/2020,8:37:33 PM,4,0.033
10/11/2020,8:41:48 PM,4,0.203
10/11/2020,8:50:40 PM,4,0.019
10/11/2020,9:00:53 PM,4,0.009
10/11/2020,11:20:57 PM,4,0.848
10/11/2020,11:41:57 PM,4,0.003
10/12/2020,1:40:17 AM,4,0.035
10/12/2020,3:30:40 AM,4,0.413
10/1/2020,3:42:59 PM,5,0.098
10/1/2020,4:05:46 PM,5,0.16
10/1/2020,5:10:10 PM,5,0.111
10/1/2020,5:28:44 PM,5,0.056
10/1/2020,5:45:52 PM,5,0.124
10/1/2020,6:14:05 PM,5,0.045
10/1/2020,6:32:56 PM,5,0.604
10/1/2020,8:35:21 PM,5,0.083
10/1/2020,8:57:23 PM,5,0.085
10/1/2020,9:20:00 PM,5,0.219
10/1/2020,9:51:53 PM,5,0.165
10/1/2020,10:34:35 PM,5,0.149
10/1/2020,11:10:33 PM,5,0.239
10/1/2020,11:48:01 PM,5,0.1
10/2/2020,12:15:37 AM,5,0.17
10/2/2020,12:51:22 AM,5,0.07
10/2/2020,1:22:34 AM,5,0.768
10/2/2020,3:00:20 AM,5,0.002
10/2/2020,3:05:35 AM,5,0.002
10/2/2020,3:25:16 AM,5,0.003
10/2/2020,3:40:32 AM,5,0.075
10/2/2020,4:36:22 PM,5,0.005
10/2/2020,9:59:26 PM,5,0.005
10/3/2020,2:07:13 AM,5,0.003
10/3/2020,2:43:33 AM,5,0.007
10/3/2020,3:37:03 AM,5,0.004
10/3/2020,5:17:04 AM,5,0.002
10/3/2020,5:29:06 AM,5,0.004
10/3/2020,8:32:04 AM,5,0.295
10/3/2020,9:01:44 AM,5,0.006
10/3/2020,9:05:39 AM,5,0.451
10/3/2020,11:51:17 AM,5,0.01
10/3/2020,12:29:02 PM,5,0.551
10/3/2020,1:12:04 PM,5,0.132
10/3/2020,3:37:26 PM,5,0.444
10/3/2020,5:19:55 PM,5,0.296
10/3/2020,5:41:19 PM,5,0.147
10/3/2020,6:07:16 PM,5,0.017
10/3/2020,6:11:48 PM,5,0.002
10/3/2020,8:18:22 PM,5,0.05
10/3/2020,8:35:48 PM,5,0.127
10/3/2020,8:58:06 PM,5,0.182
10/3/2020,9:38:18 PM,5,0.121
10/3/2020,9:52:23 PM,5,0.002
10/4/2020,12:12:16 AM,5,0.106
10/4/2020,12:33:44 AM,5,0.111
10/4/2020,12:49:59 AM,5,0.031
10/4/2020,1:11:50 AM,5,0.079
10/4/2020,1:38:02 AM,5,0.094
10/4/2020,2:11:57 AM,5,0.189
10/4/2020,2:42:31 AM,5,0.102
10/4/2020,12:31:38 PM,5,0.002
10/4/2020,2:30:21 PM,5,0.006
10/4/2020,5:40:59 PM,5,0.005
10/4/2020,6:42:10 PM,5,0.003
10/4/2020,8:22:20 PM,5,0.001
10/4/2020,9:07:01 PM,5,0.014
10/4/2020,9:16:02 PM,5,0.014
10/5/2020,12:34:52 PM,5,0.01
10/5/2020,12:43:29 PM,5,0.63
10/5/2020,2:35:07 PM,5,0.275
10/5/2020,4:36:45 PM,5,0.359
10/5/2020,5:07:54 PM,5,0.239
10/5/2020,7:09:41 PM,5,0.5
10/5/2020,8:55:24 PM,5,0.409
10/5/2020,11:18:01 PM,5,0.835
10/6/2020,2:01:38 AM,5,0.273
10/6/2020,3:48:21 AM,5,0.277
10/6/2020,4:03:48 AM,5,0.016
10/6/2020,7:51:57 AM,5,0.005
10/6/2020,4:10:24 PM,5,0.02
10/6/2020,5:04:02 PM,5,0.01
10/6/2020,5:42:06 PM,5,0.002
10/6/2020,9:01:45 PM,5,0.002
10/6/2020,9:12:58 PM,5,0.005
10/7/2020,7:03:20 AM,5,0.05
10/7/2020,7:53:09 AM,5,0.353
10/7/2020,8:35:38 AM,5,0.049
10/7/2020,8:53:59 AM,5,0.011
10/7/2020,10:02:15 AM,5,0.608
10/7/2020,1:10:10 PM,5,0.801
10/7/2020,4:35:44 PM,5,0.491
10/7/2020,5:12:05 PM,5,0.247
10/7/2020,7:08:54 PM,5,0.322
10/7/2020,7:32:22 PM,5,0.277
10/7/2020,8:06:32 PM,5,0.008
10/7/2020,8:46:47 PM,5,0.691
10/7/2020,9:36:03 PM,5,0.007
10/8/2020,12:45:34 AM,5,0.003
10/8/2020,1:37:21 AM,5,0.442
10/8/2020,2:39:49 AM,5,0.361
10/8/2020,3:08:38 AM,5,0.007
10/8/2020,3:14:32 AM,5,0.163
10/8/2020,3:42:59 AM,5,0.032
10/8/2020,6:26:58 AM,5,0.01
10/8/2020,6:34:13 AM,5,0.084
10/8/2020,6:53:35 AM,5,0.013
10/8/2020,9:48:13 AM,5,0.001
10/8/2020,10:49:22 AM,5,0.002
10/8/2020,8:58:18 PM,5,0.001
10/8/2020,9:44:26 PM,5,0.008
10/8/2020,10:00:17 PM,5,0.004
10/8/2020,10:51:23 PM,5,0.004
10/8/2020,11:16:59 PM,5,0.018
10/9/2020,7:00:47 AM,5,0.047
10/9/2020,7:17:14 AM,5,0.029
10/9/2020,7:28:12 AM,5,0.007
10/9/2020,10:12:59 AM,5,0.089
10/9/2020,11:39:43 AM,5,0.663
10/9/2020,3:16:22 PM,5,0.504
10/9/2020,3:48:42 PM,5,0.189
10/9/2020,5:31:57 PM,5,0.034
10/9/2020,6:46:21 PM,5,0.155
10/9/2020,8:48:10 PM,5,0.48
10/9/2020,10:11:46 PM,5,0.259
10/10/2020,12:59:59 AM,5,0.001
10/10/2020,1:56:41 AM,5,0.5
10/10/2020,2:45:52 AM,5,0.317
10/10/2020,3:17:08 AM,5,0.207
10/10/2020,6:31:09 AM,5,0.037
10/10/2020,6:47:14 AM,5,0.227
10/10/2020,7:11:33 AM,5,0.005
10/10/2020,9:50:24 AM,5,0.013
10/10/2020,1:45:38 PM,5,0.001
10/10/2020,3:01:45 PM,5,0.004
10/10/2020,7:48:19 PM,5,0.001
10/10/2020,8:13:47 PM,5,0.002
10/10/2020,9:00:14 PM,5,0.01
10/10/2020,11:05:39 PM,5,0.001
10/11/2020,7:01:14 AM,5,0.037
10/11/2020,11:14:32 AM,5,0.887
10/11/2020,4:56:19 PM,5,0.279
10/11/2020,6:30:35 PM,5,0.301
10/11/2020,6:57:17 PM,5,0.013
10/11/2020,9:41:51 PM,5,0.002
10/11/2020,9:47:18 PM,5,0.482
10/11/2020,10:18:38 PM,5,0.017
10/12/2020,12:25:02 AM,5,0.256
10/12/2020,12:43:30 AM,5,0.004
10/12/2020,2:50:07 AM,5,0.003
10/12/2020,2:57:34 AM,5,0.35
10/12/2020,3:21:23 AM,5,0.354
10/12/2020,4:03:32 AM,5,0.001
10/12/2020,4:09:54 AM,5,0.217
10/1/2020,3:41:41 PM,6,0.044
10/1/2020,4:29:21 PM,6,0.129
10/1/2020,4:44:51 PM,6,0.008
10/1/2020,4:52:04 PM,6,0.131
10/1/2020,5:28:53 PM,6,0.007
10/1/2020,5:46:15 PM,6,0.015
10/1/2020,6:11:44 PM,6,0.157
10/1/2020,6:58:41 PM,6,0.171
10/1/2020,7:15:03 PM,6,0.002
10/1/2020,7:29:47 PM,6,0.125
10/1/2020,7:36:55 PM,6,0.13
10/1/2020,8:05:22 PM,6,0.23
10/1/2020,9:34:39 PM,6,0.105
10/1/2020,9:45:17 PM,6,0.114
10/1/2020,10:03:19 PM,6,0.094
10/1/2020,10:25:53 PM,6,0.174
10/1/2020,10:46:31 PM,6,0.877
10/2/2020,1:05:25 AM,6,0.094
10/2/2020,1:11:59 AM,6,0.053
10/2/2020,3:03:39 AM,6,0.155
10/2/2020,3:24:54 AM,6,0.081
10/2/2020,3:51:29 AM,6,0.137
10/2/2020,4:16:37 AM,6,0.033
10/2/2020,4:31:07 AM,6,0.02
10/2/2020,4:55:14 AM,6,0.01
10/2/2020,12:55:27 PM,6,0.033
10/2/2020,1:10:21 PM,6,0.021
10/2/2020,1:23:42 PM,6,0.017
10/2/2020,5:14:10 PM,6,0.053
10/2/2020,5:47:41 PM,6,0.028
10/2/2020,6:14:43 PM,6,0.123
10/2/2020,7:56:15 PM,6,0.065
10/2/2020,8:57:46 PM,6,0.014
10/2/2020,9:34:54 PM,6,0.088
10/2/2020,9:52:22 PM,6,0.042
10/2/2020,10:25:15 PM,6,0.033
10/3/2020,3:22:30 AM,6,0.028
10/3/2020,4:48:02 AM,6,0.091
10/3/2020,5:39:24 AM,6,0.068
10/3/2020,5:59:25 AM,6,0.752
10/3/2020,6:59:54 AM,6,0.846
10/3/2020,11:17:52 AM,6,0.256
10/3/2020,11:32:14 AM,6,0.185
10/3/2020,2:12:29 PM,6,0.301
10/3/2020,2:31:32 PM,6,0.187
10/3/2020,5:14:29 PM,6,0.272
10/3/2020,6:29:10 PM,6,0.04
10/3/2020,6:51:28 PM,6,0.116
10/3/2020,7:06:02 PM,6,0.008
10/3/2020,7:13:47 PM,6,0.173
10/3/2020,7:44:10 PM,6,0.003
10/3/2020,7:56:46 PM,6,0.228
10/3/2020,8:23:56 PM,6,0.082
10/3/2020,8:40:21 PM,6,0.007
10/3/2020,8:48:02 PM,6,0.24
10/3/2020,9:19:59 PM,6,0.118
10/3/2020,9:40:39 PM,6,0.145
10/3/2020,10:13:22 PM,6,0.204
10/3/2020,11:00:52 PM,6,0.86
10/4/2020,3:23:52 AM,6,0.139
10/4/2020,4:07:51 AM,6,0.251
10/4/2020,4:30:14 AM,6,0.052
10/4/2020,4:45:01 AM,6,0.217
10/4/2020,8:14:48 AM,6,0.144
10/4/2020,3:41:57 PM,6,0.084
10/4/2020,4:07:13 PM,6,0.319
10/4/2020,4:18:15 PM,6,0.282
10/4/2020,7:21:10 PM,6,0.101
10/4/2020,8:49:17 PM,6,0.094
10/4/2020,10:13:00 PM,6,0.543
10/5/2020,1:04:35 AM,6,0.135
10/5/2020,2:59:23 AM,6,0.485
10/5/2020,3:40:58 AM,6,0.794
10/5/2020,8:01:13 AM,6,0.312
10/5/2020,8:32:11 AM,6,0.113
10/5/2020,8:41:07 AM,6,0.057
10/5/2020,9:30:52 AM,6,0.394
10/5/2020,11:02:49 AM,6,0.331
10/5/2020,11:23:10 AM,6,0.187
10/5/2020,11:35:06 AM,6,0.185
10/5/2020,1:32:21 PM,6,0.01
10/5/2020,2:26:06 PM,6,0.021
10/5/2020,2:54:20 PM,6,0.313
10/5/2020,3:07:56 PM,6,0.76
10/5/2020,6:07:09 PM,6,0.205
10/5/2020,6:21:12 PM,6,0.039
10/5/2020,6:32:12 PM,6,0.228
10/5/2020,6:57:56 PM,6,0.153
10/5/2020,7:40:57 PM,6,0.236
10/5/2020,7:55:53 PM,6,0.634
10/6/2020,12:46:24 AM,6,0.026
10/6/2020,12:53:19 AM,6,0.339
10/6/2020,1:35:27 AM,6,0.214
10/6/2020,2:05:31 AM,6,0.129
10/6/2020,2:53:54 AM,6,0.194
10/6/2020,3:15:40 AM,6,0.02
10/6/2020,4:13:37 AM,6,0.067
10/6/2020,6:22:29 AM,6,0.192
10/6/2020,6:37:40 AM,6,0.003
10/6/2020,6:54:36 AM,6,0.947
10/6/2020,9:20:00 AM,6,0.04
10/6/2020,9:46:01 AM,6,0.528
10/6/2020,12:16:59 PM,6,0.1
10/6/2020,9:44:30 PM,6,0.188
10/6/2020,10:54:10 PM,6,0.229
10/6/2020,11:00:05 PM,6,0.047
10/6/2020,11:48:43 PM,6,0.777
10/7/2020,12:01:21 AM,6,0.312
10/7/2020,7:03:37 AM,6,0.004
10/7/2020,7:23:15 AM,6,0.021
10/7/2020,7:32:03 AM,6,0.271
10/7/2020,7:56:56 AM,6,0.618
10/7/2020,9:22:46 AM,6,0.957
10/7/2020,1:02:43 PM,6,0.49
10/7/2020,4:00:16 PM,6,0.003
10/7/2020,5:28:18 PM,6,0.057
10/7/2020,5:35:58 PM,6,0.091
10/7/2020,6:00:37 PM,6,0.026
10/7/2020,6:25:33 PM,6,0.231
10/7/2020,6:54:44 PM,6,0.559
10/7/2020,8:19:58 PM,6,0.39
10/7/2020,8:44:45 PM,6,0.002
10/7/2020,9:53:19 PM,6,0.726
10/8/2020,1:51:14 AM,6,0.002
10/8/2020,2:48:10 AM,6,0.269
10/8/2020,3:10:47 AM,6,0.68
10/8/2020,3:41:20 AM,6,0.028
10/8/2020,3:49:58 AM,6,0.458
10/8/2020,4:24:56 AM,6,0.329
10/8/2020,4:45:23 AM,6,0.002
10/8/2020,7:54:59 AM,6,0.977
10/8/2020,11:47:35 AM,6,0.305
10/8/2020,2:52:43 PM,6,0.039
10/8/2020,3:05:24 PM,6,0.018
10/8/2020,3:20:23 PM,6,0.417
10/8/2020,9:20:52 PM,6,0.374
10/8/2020,9:30:49 PM,6,0.086
10/8/2020,10:26:11 PM,6,0.035
10/8/2020,11:35:48 PM,6,0.054
10/9/2020,12:41:58 AM,6,0.013
10/9/2020,1:05:24 AM,6,0.444
10/9/2020,1:30:20 AM,6,0.208
10/9/2020,1:43:31 AM,6,0.275
10/9/2020,1:56:29 AM,6,0.314
10/9/2020,4:40:40 AM,6,0.032
10/9/2020,6:36:34 AM,6,0.102
10/9/2020,7:00:11 AM,6,0.818
10/9/2020,7:29:27 AM,6,0.451
10/9/2020,8:07:50 AM,6,0.192
10/9/2020,10:21:58 AM,6,0.271
10/9/2020,10:47:13 AM,6,0.295
10/9/2020,11:04:29 AM,6,0.209
10/9/2020,1:07:04 PM,6,0.161
10/9/2020,2:17:36 PM,6,0.439
10/9/2020,2:40:20 PM,6,0.344
10/9/2020,4:13:42 PM,6,0.01
10/9/2020,4:55:22 PM,6,0.534
10/9/2020,5:50:38 PM,6,0.27
10/9/2020,6:16:23 PM,6,0.888
10/9/2020,8:30:46 PM,6,0.486
10/9/2020,8:38:23 PM,6,0.322
10/10/2020,12:01:55 AM,6,0.403
10/10/2020,12:39:33 AM,6,0.266
10/10/2020,12:57:20 AM,6,0.008
10/10/2020,3:18:43 AM,6,0.16
10/10/2020,3:29:48 AM,6,0.18
10/10/2020,4:05:50 AM,6,0.846
10/10/2020,9:48:49 AM,6,0.046
10/10/2020,12:14:53 PM,6,0.332
10/10/2020,12:43:08 PM,6,0.444
10/10/2020,5:24:33 PM,6,0.109
10/10/2020,5:54:25 PM,6,0.064
10/10/2020,6:36:12 PM,6,0.042
10/10/2020,6:50:31 PM,6,0.055
10/10/2020,9:16:23 PM,6,0.195
10/10/2020,9:47:34 PM,6,0.199
10/11/2020,1:33:51 AM,6,0.097
10/11/2020,7:30:03 AM,6,0.133
10/11/2020,7:42:03 AM,6,0.224
10/11/2020,7:57:04 AM,6,0.115
10/11/2020,8:05:22 AM,6,0.182
10/11/2020,8:16:33 AM,6,0.132
10/11/2020,8:25:48 AM,6,0.024
10/11/2020,8:46:19 AM,6,0.078
10/11/2020,10:37:36 AM,6,0.552
10/11/2020,11:41:30 AM,6,0.782
10/11/2020,11:53:13 AM,6,0.103
10/11/2020,12:53:17 PM,6,0.013
10/11/2020,2:44:35 PM,6,0.016
10/11/2020,3:02:08 PM,6,0.593
10/11/2020,4:25:22 PM,6,0.284
10/11/2020,4:40:32 PM,6,0.115
10/11/2020,5:13:54 PM,6,0.21
10/11/2020,5:28:49 PM,6,0.233
10/11/2020,6:04:40 PM,6,0.086
10/11/2020,6:32:02 PM,6,0.132
10/11/2020,6:39:00 PM,6,0.921
10/11/2020,7:13:00 PM,6,0.153
10/11/2020,8:28:28 PM,6,0.087
10/11/2020,9:46:57 PM,6,0.279
10/11/2020,10:04:45 PM,6,0.348
10/11/2020,11:40:48 PM,6,0.631
10/12/2020,12:10:40 AM,6,0.003
10/12/2020,3:24:47 AM,6,0.354
10/12/2020,3:47:15 AM,6,0.022
10/12/2020,5:20:06 AM,6,0.24
10/12/2020,5:44:37 AM,6,0.423
10/12/2020,6:13:49 AM,6,0.028
10/1/2020,3:52:40 PM,7,0.022
10/1/2020,6:58:46 PM,7,0.006
10/1/2020,7:57:56 PM,7,0.082
10/1/2020,8:13:27 PM,7,0.057
10/1/2020,8:21:47 PM,7,0.078
10/1/2020,8:45:54 PM,7,0.134
10/1/2020,9:10:37 PM,7,0.134
10/1/2020,9:52:37 PM,7,0.096
10/1/2020,10:06:45 PM,7,0.051
10/1/2020,10:21:36 PM,7,0.113
10/1/2020,10:29:58 PM,7,0.003
10/1/2020,10:37:34 PM,7,0.003
10/1/2020,10:48:05 PM,7,0.068
10/1/2020,10:54:54 PM,7,0.247
10/1/2020,11:10:50 PM,7,0.015
10/1/2020,11:17:49 PM,7,0.079
10/1/2020,11:37:59 PM,7,0.124
10/1/2020,11:46:26 PM,7,0.006
10/2/2020,12:00:03 AM,7,0.071
10/2/2020,12:12:28 AM,7,0.198
10/2/2020,2:37:20 AM,7,0.307
10/2/2020,3:03:01 AM,7,0.1
10/2/2020,3:19:46 AM,7,0.08
10/2/2020,3:27:11 AM,7,0.044
10/2/2020,3:54:06 AM,7,0.064
10/2/2020,4:13:28 AM,7,0.005
10/2/2020,4:20:26 AM,7,0.169
10/2/2020,4:46:27 AM,7,0.002
10/2/2020,2:58:03 PM,7,0.004
10/2/2020,4:23:48 PM,7,0.013
10/2/2020,6:37:13 PM,7,0.003
10/2/2020,7:38:55 PM,7,0.017
10/2/2020,9:20:44 PM,7,0.001
10/2/2020,10:55:39 PM,7,0.002
10/2/2020,11:16:30 PM,7,0.001
10/3/2020,12:08:55 AM,7,0.003
10/3/2020,12:21:33 AM,7,0.016
10/3/2020,12:27:35 AM,7,0.003
10/3/2020,5:17:20 AM,7,0.003
10/3/2020,6:40:06 AM,7,0.002
10/3/2020,7:09:01 AM,7,0.69
10/3/2020,10:13:39 AM,7,0.237
10/3/2020,10:29:59 AM,7,0.135
10/3/2020,11:59:07 AM,7,0.068
10/3/2020,1:10:19 PM,7,0.34
10/3/2020,3:01:00 PM,7,0.263
10/3/2020,4:11:55 PM,7,0.174
10/3/2020,5:06:02 PM,7,0.481
10/3/2020,5:26:57 PM,7,0.076
10/3/2020,6:03:34 PM,7,0.112
10/3/2020,6:28:42 PM,7,0.153
10/3/2020,6:59:27 PM,7,0.188
10/3/2020,7:38:05 PM,7,0.056
10/3/2020,7:49:53 PM,7,0.044
10/3/2020,8:08:05 PM,7,0.081
10/3/2020,8:23:50 PM,7,0.04
10/3/2020,8:41:42 PM,7,0.086
10/3/2020,8:51:31 PM,7,0.036
10/3/2020,9:00:43 PM,7,0.009
10/3/2020,9:07:12 PM,7,0.16
10/3/2020,9:19:48 PM,7,0.081
10/3/2020,11:34:51 PM,7,0.001
10/4/2020,12:24:25 AM,7,0.103
10/4/2020,12:31:45 AM,7,0.14
10/4/2020,12:57:47 AM,7,0.202
10/4/2020,1:20:05 AM,7,0.204
10/4/2020,1:46:29 AM,7,0.197
10/4/2020,2:22:41 AM,7,0.212
10/4/2020,6:05:52 AM,7,0.253
10/4/2020,6:23:57 AM,7,0.234
10/4/2020,6:34:36 AM,7,0.002
10/4/2020,7:46:59 AM,7,0.012
10/4/2020,10:20:09 AM,7,0.01
10/4/2020,12:50:33 PM,7,0.01
10/4/2020,3:03:39 PM,7,0.001
10/4/2020,3:31:00 PM,7,0.001
10/4/2020,4:27:59 PM,7,0.002
10/4/2020,11:19:24 PM,7,0.002
10/4/2020,11:36:04 PM,7,0.005
10/5/2020,10:37:19 AM,7,0.784
10/5/2020,12:17:59 PM,7,0.011
10/5/2020,1:41:40 PM,7,0.312
10/5/2020,2:54:44 PM,7,0.627
10/5/2020,5:03:52 PM,7,0.402
10/5/2020,5:46:55 PM,7,0.779
10/5/2020,6:01:42 PM,7,0.087
10/5/2020,6:30:59 PM,7,0.003
10/5/2020,8:10:39 PM,7,0.009
10/5/2020,9:01:19 PM,7,0.152
10/5/2020,10:20:47 PM,7,0.502
10/5/2020,11:11:21 PM,7,0.286
10/6/2020,2:11:39 AM,7,0.332
10/6/2020,2:56:23 AM,7,0.111
10/6/2020,3:16:44 AM,7,0.006
10/6/2020,4:17:58 AM,7,0.136
10/6/2020,4:35:28 AM,7,0.142
10/6/2020,4:49:47 AM,7,0.014
