Date_Time_1,subjectsID,,actual_foodupa,kcal,kcal_mean,actual_allmeters,bodymass,rq,actual_pedmeters,vco2,vo2,locomotion,actual_waterupa
8/4/2021 20:00,4,Control,0.3584151,1.8216325,0.455408125,3.6385125,25.083435,0.9259173,2.779085,1.41474725,1.5289075,352.75,0.0481345
8/4/2021 20:00,7,Control,0.41905,1.9414553,0.485363825,2.752255,25.3697375,0.94968125,1.9486225,1.54014625,1.6203995,389.25,0.4251525
8/4/2021 20:00,10,Control,0.364078,2.0715474,0.51788685,3.425215,22.784525,0.972431075,2.79069,1.673462,1.7205275,456.25,0.1986861
8/4/2021 20:00,13,Control,0.248539,1.606278,0.4015695,0.5243575,26.760785,0.9978132,0.26958,1.32305075,1.326955,62,0.3043496
8/4/2021 20:00,3,Six_Meal,0.428294,2.2926019,0.573150475,2.1089225,27.423045,0.973155175,1.3751,1.851396,1.9043045,259.5,0.4502457
8/4/2021 20:00,5,Six_Meal,0.1452721,1.8009516,0.4502379,1.12178,22.7506925,0.967131125,0.7228225,1.4484075,1.497596,153,0.1749978
8/4/2021 20:00,9,Six_Meal,0.5499435,1.6185173,0.404629325,1.340145,26.34409,1.004533025,0.9084575,1.32667925,1.338877,168.5,0.357726
8/4/2021 20:00,12,Six_Meal,0.8257428,1.6730869,0.418271725,1.4182025,22.41445,0.933593325,1.0559825,1.30166475,1.4035915,116.5,0.0317381
8/4/2021 20:00,16,Six_Meal,0.5301925,1.6318426,0.40796065,1.1014425,25.8781275,0.957520675,0.69762,1.2868245,1.36415025,110,0.4268715
8/4/2021 20:00,2,Three_Meal,0.047889,1.7953791,0.448844775,2.315345,24.87113,1.097564,1.7783175,1.58984,1.452013,316.75,0.232514
8/4/2021 20:00,6,Three_Meal,0.000179,1.6938128,0.4234532,2.16893,24.4542875,1.034502,1.557665,1.43580925,1.38785775,243.75,0.0122372
8/4/2021 20:00,8,Three_Meal,0.672723,1.661167,0.41529175,3.2595625,21.6434425,1.02680475,2.877975,1.39932775,1.363581,275.75,0.077028
8/4/2021 20:00,11,Three_Meal,0.1153908,1.4797172,0.3699293,0.67821,20.5934825,0.955024825,0.45903,1.24770575,1.214292325,96,0.1753824
8/4/2021 20:00,14,Three_Meal,0.006897,1.681999,0.42049975,2.5196425,23.0453275,1.0458775,2.088615,1.43615825,1.3752695,198.5,0.070289
8/4/2021 20:00,15,Three_Meal,0.000805,1.8393467,0.459836675,2.765125,26.12805,1.07213625,2.04473,1.58826725,1.49893975,289.25,0.018278
8/4/2021 21:00,1,Control,0.361997,1.176107,0.29402675,1.2823,23.7675275,0.911389925,0.959125,0.905398325,0.98936175,215,0.049835
8/4/2021 21:00,4,Control,0.651383,2.2727669,0.568191725,5.8347675,25.2627625,0.950026075,4.9766825,1.8015995,1.8973085,519.25,0.2899569
8/4/2021 21:00,7,Control,0.262509,1.6062309,0.401557725,1.0327575,25.3801725,0.963739075,0.4747725,1.28694325,1.33703875,162,0.1321613
8/4/2021 21:00,10,Control,0.697625,1.8464972,0.4616243,3.7011675,23.02021,0.972022525,2.97852,1.49004925,1.5340635,402.25,0.2737193
8/4/2021 21:00,13,Control,0.354616,1.8740495,0.468512375,1.5695875,26.76298,1.002609,1.0915125,1.54916825,1.546602,250,0.2366055
8/4/2021 21:00,3,Six_Meal,0.011461,1.826084,0.456521,1.7446525,27.60381,1.000955425,1.15402,1.51000025,1.50688225,217,0.0419015
8/4/2021 21:00,5,Six_Meal,0.6439752,1.8528463,0.463211575,1.50601,23.18902,0.9688538,1.03131,1.493716,1.53974675,188.75,0.3265485
8/4/2021 21:00,9,Six_Meal,0.001323,1.6516594,0.41291485,1.91657,26.34409,1.03899975,1.4495725,1.4015155,1.352915,240.5,0.0146599
8/4/2021 21:00,12,Six_Meal,0.905522,1.5870828,0.3967707,3.0913675,21.8920925,0.84751595,2.65872,1.153257775,1.35431195,240,0.040497
8/4/2021 21:00,16,Six_Meal,0.048751,1.5579272,0.3894818,1.855935,25.9503425,0.96293895,1.243725,1.253123575,1.295460125,250.5,0.007172
8/4/2021 21:00,2,Three_Meal,0.035921,1.7068544,0.4267136,3.984085,23.64153,1.00332965,3.2484875,1.419220925,1.4063016,360.25,0.144323
8/4/2021 21:00,6,Three_Meal,0.010752,1.750192,0.437548,2.19524,24.36743,0.947345875,1.5100075,1.377099,1.463942,279.5,0.0210277
8/4/2021 21:00,8,Three_Meal,0.558566,1.3337304,0.3334326,2.9062225,21.23473,0.988333675,2.5475575,1.092901,1.10339045,207.75,0.019833
8/4/2021 21:00,11,Three_Meal,0,1.5896133,0.397403325,0.7994325,20.5719725,1.012417,0.6403175,1.3234705,1.3092185,113.75,0.0260701
